predict	b	e	m	t
b	0.534598161407937	0.22961207518213603	0.08035313043819793	0.15543663297172902
b	0.9002650394696214	0.00887697002929251	0.024548707350240808	0.06630928315084521
b	0.5722194572678706	0.30758874920711166	0.040023110704000046	0.0801686828210177
e	0.4163424956273993	0.42430962105744874	0.05023626459498293	0.10911161872016922
e	0.36426941891912573	0.4623828660652743	0.10250379035896233	0.07084392465663766
b	0.4819598579422539	0.34338769268298325	0.0688037472162798	0.10584870215848315
e	0.3318260285638009	0.5932696457061618	0.02120084396799313	0.05370348176204406
b	0.43201901510810115	0.4060691889023904	0.051122169321692286	0.1107896266678161
b	0.9888835094966055	0.003153730977949085	0.004272686279967603	0.003690073245477735
b	0.47800536823337764	0.366767705397876	0.06284752752926188	0.09237939883948428
e	0.1147046010409699	0.8300905774581091	0.019693714138236264	0.03551110736268471
e	0.00021136900759627828	0.9985654618252594	0.00064156169573817	0.0005816074714060234
b	0.8045990581106689	0.04284151860633925	0.08359986211764674	0.06895956116534512
e	0.10624421950207139	0.831226606885328	0.031523184478237154	0.031005989134363348
t	0.21363767125928618	0.028491918237372255	0.02875618757237135	0.7291142229309703
e	0.37680539437852156	0.4864072007867753	0.039419249868060675	0.09736815496664239
m	0.0025665877782489873	0.26431912386186707	0.6975457024300239	0.035568585929860105
t	0.21717887794322724	0.1186874248672593	0.07206466431431655	0.592069032875197
e	0.001364893105558394	0.992403913029786	0.0033558998698717517	0.002875293994783522
b	0.9833989413907891	0.005551149879828469	0.005137869247177622	0.005912039482204754
b	0.9184440311894732	0.02347985415506381	0.01722408073346769	0.04085203392199544
e	0.002949698020616535	0.9888061245533569	0.00441236114366569	0.003831816282360928
b	0.5249189097106357	0.31688170330061854	0.05149136465046183	0.1067080223382839
e	0.06089489138979234	0.8391718299138824	0.05339672454550585	0.046536554150819365
b	0.9601263991677859	0.013134701653607677	0.008899274200004052	0.0178396249786023
b	0.9625866987201062	0.008078751085524638	0.01027006332891404	0.019064486865455015
e	0.0020128718184406593	0.9886217211172228	0.003643547928303551	0.005721859136032946
e	0.004040693720180176	0.9517883468242395	0.030707540607186678	0.013463418848393633
b	0.8536251313586736	0.021169692316149902	0.02763675992203838	0.09756841640313806
e	0.23565988252157374	0.5362961461060812	0.1393341503430493	0.08870982102929584
t	0.05624772041879928	0.1423628056805871	0.06405374806135887	0.7373357258392547
b	0.6257591617340855	0.18975049474406874	0.07869339830590867	0.10579694521593715
b	0.9347139129057038	0.01460275334001063	0.013343275716391422	0.03734005803789415
e	0.06136818039726402	0.8512560281770603	0.04310327583801807	0.04427251558765775
e	0.004954595427737121	0.9596939153156716	0.007277821296984069	0.028073667959607262
e	0.017520387197570774	0.8232152886944212	0.043042508978836935	0.11622181512917107
b	0.9709666882931111	0.0024331402491779156	0.005156417470766617	0.021443753986944702
b	0.8390228125656496	0.03292996103994952	0.03889837879336052	0.08914884760104022
b	0.6630134275556738	0.23137190205095545	0.05368079996542492	0.05193387042794598
e	0.17655757383066695	0.6056686735635388	0.08910971629058836	0.12866403631520584
b	0.6604466955271285	0.11990925889971975	0.15097667131580012	0.06866737425735175
t	0.2885446119451373	0.02632970893791358	0.04083919686801434	0.6442864822489348
b	0.7512270505297151	0.14459198086955086	0.039625198471290125	0.06455577012944394
e	0.04700321978789241	0.8541025137719968	0.05172065523764439	0.04717361120246634
b	0.980853975332216	0.0041993646206311104	0.00573054906517638	0.009216110981976755
b	0.815242821849045	0.03714147551629642	0.04135608109370822	0.10625962154095037
e	0.004920889304681966	0.9703483967095642	0.012647390796729423	0.01208332318902471
e	0.012341036349403232	0.8978658489123419	0.07192253339175023	0.017870581346504773
b	0.9795558200786179	0.004956965864707135	0.004135680588981668	0.01135153346769327
b	0.510864387148298	0.07460895072888016	0.29157514200684276	0.12295152011597912
t	0.17879705384528008	0.1523328380502665	0.0793997793704143	0.5894703287340393
e	0.23521640906979996	0.5586813676960357	0.07085085469307334	0.1352513685410911
e	0.005499919220180695	0.837457661761931	0.022176550239260556	0.13486586877862763
e	0.1624523170486759	0.6532441417644789	0.11913608236199527	0.06516745882485
e	0.2150412228375135	0.4109548815106379	0.22845630468346215	0.14554759096838646
e	0.00036927293442767106	0.9943099882882264	0.001524604669453181	0.003796134107892867
b	0.9448209218424545	0.017225222390074277	0.01180605020434507	0.026147805563126025
e	0.04002664302020814	0.9048851355076347	0.02537594543271765	0.029712276039439378
b	0.9064582335254883	0.02181652850295776	0.021461788665214514	0.050263449306339414
e	0.017792226481251075	0.9560559958790524	0.013076496683003876	0.013075280956692414
e	0.07222186058040414	0.8458290737547475	0.024944054562267844	0.0570050111025805
b	0.5284144417640279	0.28590111011440034	0.07176673565072933	0.11391771247084236
e	0.21774595793441837	0.6541518569452558	0.057646539407979	0.07045564571234685
m	0.13202393786171773	0.2200287500039551	0.5559097782682425	0.09203753386608458
b	0.7385061515742108	0.027683939797744417	0.10207782247160471	0.13173208615643983
b	0.8080406168545093	0.07609375799857321	0.03079005117724251	0.0850755739696749
b	0.554974814131502	0.3600930623682606	0.02844347046027783	0.05648865303995949
m	0.006277869060873816	0.016807096110932025	0.9631643871784696	0.013750647649724525
b	0.8614183574329365	0.02335465937437646	0.028104713852881852	0.08712226933980531
b	0.8245852248967227	0.039281156598640427	0.041234585016052816	0.09489903348858397
b	0.4039313774328563	0.280519250151324	0.10247194514086437	0.2130774272749554
e	0.005145486104101121	0.9690974654020541	0.010327243121875935	0.01542980537196855
b	0.5149285813738927	0.03834667411543229	0.06071072560196317	0.38601401890871184
b	0.9080888313957073	0.014548601465668597	0.0285816653860276	0.04878090175259638
b	0.526908833352379	0.33442063076020545	0.06004693373517005	0.07862360215224551
b	0.7429219666381368	0.11232150223673072	0.042289127038173994	0.10246740408695848
b	0.9094823145956035	0.023353820767965806	0.03038113808509824	0.03678272655133257
e	0.34733689496407283	0.537009286468743	0.056774473709626926	0.05887934485755723
e	0.19160049238960306	0.3854915542566399	0.2950733129084258	0.12783464044533124
e	0.04678378384421388	0.8123356255884463	0.055559004137932896	0.08532158642940682
b	0.9068921127343412	0.02457759733684345	0.020005140469460676	0.04852514945935457
b	0.5783299492533384	0.2877224041746277	0.04377880862629803	0.09016883794573585
b	0.9134529224101215	0.019425452394865695	0.020996523985283583	0.04612510120972929
b	0.9315327583977169	0.010805612375728421	0.014850044157713165	0.04281158506884154
b	0.8928791842999624	0.026176016774182922	0.03826103166918196	0.04268376725667256
b	0.5331981810032668	0.10324993507159197	0.05518198407716439	0.30836989984797686
b	0.621094905123229	0.047515406655120274	0.05940519905334686	0.27198448916830387
b	0.6715310825675848	0.1821893124342569	0.04472974302045186	0.10154986197770667
e	0.3004346010382784	0.5757879049826965	0.04976482038983893	0.0740126735891862
b	0.46303349750473294	0.2291691135862135	0.11263211021136096	0.19516527869769262
e	0.27051008910857477	0.6323228596344883	0.054527073357646415	0.042639977899290506
b	0.3722561891049359	0.3548134650467783	0.06076922035505425	0.2121611254932314
e	0.10141434976751461	0.7927647748485943	0.05501195097031575	0.0508089244135754
e	0.22296523092916756	0.5183392153059774	0.12281861246432574	0.13587694130052935
b	0.7360728724017119	0.031225948698178872	0.053350610656381026	0.1793505682437282
e	0.3369922231474988	0.4534736338125545	0.10913292790812096	0.10040121513182568
e	0.33239770967791427	0.5042800880119832	0.04265054575195666	0.12067165655814571
e	0.11065094296772593	0.7267099273277321	0.10892573053167377	0.05371339917286807
b	0.9868808050088146	0.0033775457634236763	0.003565532582817345	0.006176116644944291
e	0.35084229849230686	0.4713178942199843	0.05379449088850034	0.12404531639920843
b	0.6005424522315794	0.06898537476092957	0.06913594188051228	0.26133623112697874
e	0.012549973683117962	0.9571954434304408	0.014118275687077977	0.01613630719936322
b	0.7623161798745869	0.037861459180984776	0.05541164261252455	0.14441071833190386
e	0.0010014489575194206	0.9894879362139635	0.005160025832307759	0.0043505889962092755
e	0.3771798012585676	0.4160664938235198	0.08506583575081463	0.12168786916709784
e	0.011360844030588077	0.9170546854292071	0.04067207503456651	0.030912395505638048
t	0.13031094212843833	0.25959186435677367	0.1087321220510111	0.501365071463777
e	0.0016136272938905363	0.9912845954885485	0.0028343472925264307	0.004267429925034447
e	0.009933829258949643	0.976144040682284	0.005667141227342598	0.008254988831423801
b	0.9352263712515729	0.014236782395562177	0.013857897945447539	0.03667894840741751
e	0.2663729164144365	0.6660114344622163	0.02733086072131321	0.040284788402034026
b	0.7952232037641471	0.13937902138440197	0.038648556460160105	0.02674921839129074
e	0.006857487212265284	0.7616268523425689	0.21641439936831447	0.01510126107685139
e	0.001186467343130559	0.992287568757221	0.0020539856909814742	0.004471978208666852
b	0.7052458120049966	0.15853694567616375	0.04036415924136722	0.09585308307747235
e	0.04701773645829783	0.8153651528848622	0.06000133275406242	0.07761577790277756
b	0.9461785965864916	0.009552629179850319	0.013010356926177045	0.03125841730748105
e	0.001434054925523371	0.9921844675635884	0.00320979900588663	0.00317167850500167
b	0.8481344963332206	0.0986757951463627	0.03067771353139789	0.02251199498901885
e	0.0011345386014745013	0.9907616366333235	0.0037527029355767416	0.004351121829625182
t	0.27572179494963717	0.006552656842155429	0.03338216849859351	0.6843433797096139
b	0.9424917597300049	0.015571795725526935	0.015358999822820145	0.026577444721648226
b	0.9643781724201768	0.00561579754929638	0.014358224831572418	0.01564780519895439
b	0.821844314063125	0.04327721476787276	0.04217023333597499	0.09270823783302742
b	0.827898056285101	0.02826991438864265	0.030314332504398758	0.11351769682185747
t	0.04299804155471812	0.1254365429209458	0.027499769607927705	0.8040656459164084
e	0.41733739876101456	0.44475173341951424	0.04606395808179976	0.09184690973767139
b	0.8502570607815598	0.026539629836040485	0.0472902422700307	0.07591306711236903
e	0.0010951759118865325	0.9938551731953347	0.0029130689564167344	0.0021365819363618854
b	0.8350720180963124	0.030182904780593652	0.029832057693065288	0.10491301943002881
e	0.08522575358167357	0.8504147921659494	0.023646149389259224	0.04071330486311774
e	0.008911119191717503	0.950963909329554	0.029122059146609224	0.011002912332119441
e	0.19432993093971804	0.5880909776345619	0.11850822474212286	0.09907086668359714
m	0.13831313367618045	0.021662116929538795	0.7737584295518838	0.06626631984239699
e	0.3645587508829831	0.5396525812755785	0.03855859113104983	0.05723007671038861
e	0.1086835412035888	0.776288090466101	0.053032696736637165	0.06199567159367312
e	0.2516309139790648	0.4073718237436483	0.18910667673351836	0.15189058554376855
m	0.09946949194811282	0.09879494092865868	0.7093476309587683	0.09238793616446006
b	0.48385839995582003	0.04777536157454341	0.04618774699615493	0.42217849147348174
t	0.08912417013170304	0.1952946901282969	0.05579418355275154	0.6597869561872486
e	0.018693048604122648	0.958576595347171	0.015329189891264309	0.00740116615744194
t	0.25801179227623505	0.016472177551609134	0.0616672700429596	0.6638487601291962
b	0.9631399341198248	0.009039706962998198	0.009112039420233385	0.01870831949694381
e	0.1070103475443587	0.5795625998249944	0.22750232997770448	0.0859247226529424
e	0.10229032859923894	0.7383478010487746	0.06477839509275105	0.09458347525923524
t	0.01577956146597007	0.033470310811163057	0.019885797882489543	0.9308643298403773
e	0.0085661662135782	0.6937105963443337	0.02243153423227	0.27529170320981805
b	0.9566392368257691	0.012507126842880098	0.013972810800699443	0.01688082553065119
e	0.34466570695042714	0.3853697289321802	0.07598477166664977	0.19397979245074295
b	0.886676602655454	0.04190005104267661	0.018156787139051424	0.053266559162818056
b	0.9185639850402897	0.010738455770232105	0.022205605740787313	0.04849195344869096
e	0.003182568336025615	0.9703000343800258	0.006579292130168262	0.019938105153780087
b	0.9899242401501511	0.0021659726794512274	0.003084403680239814	0.004825383490157582
e	0.0034007699171607194	0.9839736916829028	0.006029222925683296	0.006596315474253217
b	0.9424472966916283	0.012746352705260575	0.019364154241315566	0.025442196361795597
b	0.976218951403883	0.003525209707470951	0.007824079852229857	0.012431759036416237
b	0.6076231989868717	0.2628776007836326	0.04136871749752448	0.08813048273197126
e	0.2390146495333062	0.665352392461077	0.032123628828939925	0.06350932917667684
b	0.9541700727053775	0.0029605095258001383	0.006314870505067023	0.03655454726375539
b	0.8226690156373085	0.03334193428559609	0.029279522562933695	0.11470952751416158
b	0.3491769622047821	0.3465503456641987	0.13518985139958506	0.16908284073143412
e	0.416162806129506	0.45881586138139624	0.044732997354846586	0.0802883351342511
e	0.2990457095550272	0.4966906143338707	0.0994075163095423	0.10485615980155967
b	0.591200179586868	0.19908478132999205	0.10126853897425774	0.10844650010888215
e	0.09305601632129898	0.8736579902234111	0.014687190541512928	0.01859880291377705
e	0.003607607225425089	0.9753607931171641	0.008705474874479814	0.012326124782931087
b	0.6425109297144523	0.1591878759747017	0.0539085857806335	0.14439260853021244
b	0.8624311511339026	0.025244077178208292	0.01973244689808173	0.0925923247898073
b	0.9244188358424713	0.023444924793354457	0.017747070378002557	0.034389168986171774
b	0.952704133954321	0.015990696906387474	0.010723194697242033	0.02058197444204939
e	0.0015045626149337572	0.9731811956532559	0.020843555812863474	0.0044706859189468946
e	0.054443915389135025	0.86968794055363	0.026929090722918565	0.04893905333431649
e	0.06496083582496964	0.8185821636981707	0.06844965181122051	0.04800734866563916
t	0.03803762869587212	0.1803021083596277	0.04775014916745949	0.7339101137770406
e	0.0051945175037590415	0.9820139633313165	0.006886383410147936	0.005905135754776581
t	0.15294610618908455	0.30789520221840333	0.1217340362372513	0.4174246553552607
e	0.0036169264398913737	0.9791907264850366	0.009627876024690415	0.007564471050381784
b	0.9708466898581303	0.00739582434075876	0.009567098968657508	0.012190386832453423
e	0.3157445739620792	0.5094594213706601	0.03692360613034098	0.13787239853691974
b	0.935548063442659	0.017498464980172455	0.014387224600401398	0.032566246976767195
b	0.8851075581960204	0.02410972129898676	0.020605751551801332	0.07017696895319155
e	0.0032837528443607194	0.9873864280271226	0.0045489217874088335	0.004780897341107835
e	0.03651851575244044	0.8727669320533137	0.0430665112243999	0.04764804096984608
b	0.9482515759277234	0.01205159161540299	0.013330809223002234	0.026366023233871487
b	0.5109928644332007	0.27233423833943227	0.050033753014368666	0.1666391442129984
b	0.679595868136358	0.21564982262417692	0.03713948455089541	0.06761482468856979
e	0.4249969838914595	0.44117522262261877	0.05617215842942915	0.07765563505649267
e	0.012029275177771876	0.9584058009415997	0.02066137660994185	0.008903547270686794
e	0.2873530182150154	0.41155993360365484	0.13471368524089583	0.16637336294043376
b	0.45850970188078843	0.3453446396509102	0.09197941227961764	0.10416624618868359
e	0.0011120851084746482	0.9897862496620343	0.004249923953457749	0.0048517412760330485
b	0.9124022742051766	0.016568518229185116	0.028868426359849146	0.04216078120578904
b	0.9390911347314344	0.01588254573879605	0.012891577187459258	0.032134742342310285
b	0.5891275485396568	0.24345551464111492	0.0645054197233107	0.10291151709591773
b	0.49418479758926054	0.1963394505095368	0.0947433040790658	0.21473244782213682
e	0.09137846332852537	0.7746308862270929	0.055462938484222936	0.07852771196015895
b	0.9913592615439215	0.0026128218476901607	0.0025217048552171237	0.0035062117531711543
b	0.5402216059606736	0.28261874462697173	0.08954416955887592	0.08761547985347878
b	0.4182876415170009	0.35683378809818517	0.10664312748180726	0.11823544290300679
e	0.07238024330142624	0.7559513064192871	0.07557029592496028	0.09609815435432625
b	0.4930116527002736	0.41604289919973636	0.03476627702977112	0.05617917107021898
e	0.0002526258011096066	0.9967208202895119	0.0010318702207008836	0.0019946836886775092
b	0.9351742928079134	0.011220117209411769	0.016545983001595967	0.037059606981078866
e	0.114037448880983	0.7266464282128882	0.07726222372424266	0.08205389918188613
b	0.9671783174943116	0.009580664774934166	0.008844352690987368	0.014396665039766708
b	0.4860800217195233	0.34110637900679325	0.07929967641498283	0.09351392285870051
b	0.5939674265977773	0.21159529136961291	0.05991130665598138	0.13452597537662833
b	0.7062067651515597	0.19072741406282379	0.03806578363905387	0.06500003714656273
b	0.4602772949677961	0.38070054274169546	0.04967756793993537	0.10934459435057317
b	0.6718232442445188	0.08947730980577155	0.043181182059321956	0.1955182638903878
b	0.9218498436539672	0.017146997088991544	0.021591922465615632	0.03941123679142554
b	0.9042655818345311	0.034106639437055185	0.023027838717091544	0.038599940011322165
b	0.8576130774452696	0.011129476220485893	0.04631772673176489	0.08493971960247955
e	0.33586752571766	0.5733118300656402	0.03164437237323197	0.059176271843467756
e	0.004233428535984761	0.9634079363671313	0.01102716048537799	0.021331474611505825
e	0.0035669404930361737	0.968387835766093	0.014478389215910386	0.013566834524960424
b	0.6320234009104229	0.14117293093932268	0.08386642967982981	0.14293723847042453
e	0.0006479143861361281	0.9949885168298522	0.002411254131128777	0.0019523146528825927
e	0.2056049555784981	0.3862910453024379	0.1192410206446226	0.28886297847444126
e	0.4527162212749484	0.4612728421178593	0.029758172364226204	0.056252764242966026
b	0.6996340459497782	0.1720192296826224	0.06916348059190941	0.059183243775690036
e	0.13070269159846484	0.6352955868186587	0.13182751861341024	0.1021742029694661
b	0.5318135524744242	0.1288501983864819	0.18960089746046227	0.1497353516786317
e	0.0007315206043975977	0.9919987808910958	0.0020976360414964815	0.005172062463010082
b	0.9507343037142599	0.016338465050796957	0.01476042436505387	0.018166806869889283
b	0.8468532584587354	0.02674257629806127	0.057451042358368634	0.06895312288483459
b	0.9447360246447669	0.014668647597641953	0.01565992270944992	0.0249354050481413
b	0.9883934520726857	0.0023996375274259935	0.0017491927546512548	0.007457717645236903
b	0.6041618129811045	0.21513296080744257	0.08658008050069918	0.09412514571075369
t	0.19071565496630255	0.09375785473344568	0.13535747559352593	0.5801690147067259
b	0.5743578050711777	0.3047313874975213	0.04870737937896689	0.0722034280523341
e	0.0008509528655240647	0.9926238971735332	0.0035936133999967764	0.0029315365609461166
b	0.5821996489829655	0.21263503599909472	0.0755208987108205	0.12964441630711934
b	0.9801164070485924	0.007546623996194146	0.0047924739398766325	0.007544495015337027
b	0.6573155684492015	0.2449553152544531	0.029759248154435883	0.06796986814190947
e	0.046058677889646786	0.8913305441781532	0.03564509284171532	0.02696568509048473
e	0.0006975834681800578	0.9951993613998605	0.0021337574490098033	0.001969297682949787
b	0.9039898880484722	0.017513870916641493	0.018169657737366708	0.06032658329751953
b	0.9106359242746752	0.02178152852701248	0.019684583388016246	0.047897963810295874
m	0.2646638374870623	0.03391239696412295	0.5885269265449133	0.11289683900390134
b	0.6134467935350753	0.23900740474276932	0.05348249689624431	0.09406330482591109
b	0.9274617529962275	0.019486094038642796	0.017220502985911667	0.03583164997921804
b	0.9434441416749795	0.01904091378678807	0.012831967731258507	0.024682976806973903
b	0.9605887213729437	0.008825067435425564	0.010543488378312503	0.02004272281331843
b	0.5267314023509507	0.310106863166746	0.06743119508267058	0.09573053939963264
b	0.6831262269854887	0.157505037939942	0.049547914652669986	0.1098208204218992
b	0.9495847719236457	0.005510889386157154	0.015149407130903111	0.029754931559294165
b	0.9072313982173673	0.0178027952443378	0.016846497615248916	0.058119308923045995
e	0.0031022091021761624	0.9836871525457316	0.007939026224573124	0.005271612127519063
e	0.003158447526718071	0.9780225032618144	0.0072187613031866535	0.01160028790828084
b	0.9209360354044998	0.02472550566286648	0.017983328798538752	0.0363551301340951
e	0.018257433370146257	0.9437876178272151	0.016102832676134098	0.021852116126504503
e	0.0037977888015821248	0.982033434694291	0.005591563288547327	0.008577213215579301
e	0.0018263317675926687	0.9912673003906645	0.0026510231519888245	0.004255344689754163
e	0.2832446850437791	0.4787599912553095	0.11393031587259433	0.12406500782831702
m	0.09234754392575587	0.1567658983838145	0.5641080854543951	0.18677847223603458
b	0.6410021809949555	0.04961937813964158	0.05040198707700712	0.2589764537883958
b	0.9186180484188926	0.01774142830369842	0.013488558367454795	0.050151964909954216
e	0.024353385397621725	0.9245606306441261	0.03022450122993103	0.020861482728321338
e	0.06288115672783938	0.8447428670906023	0.033551481524974336	0.058824494656583994
e	0.09553328489432386	0.7082819413530883	0.07933290105225214	0.11685187270033562
e	0.28607634196130227	0.4139057692258995	0.16576919166840742	0.13424869714439086
b	0.6548858212295762	0.200574733035871	0.06523434463533283	0.07930510109921993
b	0.46274658900995347	0.34054779344282365	0.057431335391576535	0.13927428215564644
b	0.6602887092624017	0.17029083446314852	0.05132849940325692	0.1180919568711928
e	0.004054738049479131	0.9828513952935191	0.006439762529504869	0.006654104127496867
e	0.19116738285675683	0.5533497539911668	0.11522876142624658	0.14025410172582983
b	0.6934756482491109	0.14652412272844553	0.06205962289114552	0.09794060613129799
t	0.28685062712593756	0.27817942104427895	0.10204891100903853	0.3329210408207449
e	0.3112136197806744	0.5012018215681576	0.08653895966840366	0.10104559898276427
m	0.10532741263091669	0.24820336108846955	0.5090389027443868	0.13743032353622706
b	0.8541798163311203	0.021899977221587225	0.025929749452694	0.09799045699459824
b	0.8831701282586865	0.03416242472244491	0.02859647052765891	0.05407097649120956
b	0.9648375231248238	0.008848117535944503	0.01195399838077509	0.01436036095845661
b	0.7400332427762939	0.11342821495833724	0.03804841604361227	0.10849012622175662
e	0.23380184606187893	0.34117636888941155	0.31196820245244145	0.11305358259626795
b	0.8675208863802466	0.03369992746245662	0.023120055383099383	0.07565913077419724
b	0.6300502373553094	0.19985920575746197	0.06159076271660528	0.10849979417062336
b	0.9588668346002752	0.008204208447020843	0.008267652577596152	0.024661304375107936
e	0.0006628657444496459	0.9926327345912184	0.004005424420761816	0.00269897524357015
t	0.16099868746070967	0.0878870485524429	0.07263507920785803	0.6784791847789895
e	0.3949273327814071	0.5322186068182034	0.02945770254853757	0.043396357851851856
e	0.0016189446665499658	0.9885516000127554	0.004259383582629402	0.005570071738065323
b	0.7696549902989789	0.0634762522113855	0.04950686672942918	0.11736189076020644
e	0.005276931425304106	0.924812241969945	0.020670752233051974	0.04924007437169908
b	0.4720625847062334	0.29385450008227054	0.09233675095719744	0.14174616425429856
b	0.9346023796286884	0.009584542080870354	0.015407570610085384	0.0404055076803558
e	0.28721781148669023	0.6471531614755166	0.024069698143902384	0.04155932889389083
b	0.4903547001064181	0.3690414741780873	0.04976184514534331	0.09084198057015144
b	0.8009398300803331	0.06807473206873575	0.04271716529218286	0.08826827255874839
e	0.11096740578324078	0.40718711104190536	0.11723978053481043	0.36460570264004344
b	0.9013549560258727	0.02660938068674595	0.024779920190030096	0.04725574309735136
b	0.575823786099111	0.19986154961079836	0.07335051522862412	0.15096414906146652
e	0.17179906028923972	0.4917228331686526	0.15420134803882438	0.1822767585032832
e	0.2858413656734471	0.34493486726756434	0.16227636199693754	0.2069474050620511
b	0.7385099335722674	0.04698852743329174	0.05732822491594504	0.15717331407849594
b	0.45275603239031853	0.3795520093302049	0.057461250849574375	0.11023070742990229
e	0.07751809437106327	0.8619215591033992	0.029492993413722184	0.031067353111815157
b	0.8503377094873988	0.05733070493935124	0.03625887358392286	0.056072711989327145
b	0.4575126192262076	0.3439152090575569	0.10170847915714583	0.09686369255908964
e	0.2708165245305986	0.373216023850507	0.18090617965364272	0.17506127196525176
b	0.9853438842850336	0.002829854479263395	0.006382001541398364	0.005444259694304566
b	0.6872396863242518	0.1972531046224486	0.044226065523257606	0.07128114353004196
e	0.16373000461396553	0.698234394435313	0.05597373775887433	0.0820618631918473
e	0.0024598149071984924	0.9889929442038994	0.005201402679223883	0.003345838209678334
b	0.4796842179070507	0.3433380689446804	0.07615235187667942	0.10082536127158949
b	0.845359672878719	0.09783813148772652	0.028234343641424357	0.02856785199212999
e	0.16468789303962902	0.4762332408277868	0.21738123478317165	0.14169763134941263
e	0.008975431548424916	0.9661768722667471	0.012103503665105288	0.012744192519722804
e	0.028846568752112042	0.9503363163382261	0.010525967035312639	0.010291147874349264
e	0.14625461229235232	0.7522645503704566	0.05702916485099392	0.044451672486197136
e	0.23504230522051195	0.4654179819779469	0.04754911159981576	0.2519906012017254
b	0.5330231735087783	0.33067932819704454	0.04371764349617335	0.09257985479800383
b	0.5290284209889106	0.36556077540856063	0.04313391656034201	0.06227688704218675
e	0.0011482334912552162	0.993639859388251	0.0025056243714856596	0.0027062827490078895
b	0.7321967594471208	0.16219397707768596	0.058098904059642055	0.04751035941555125
e	0.019483534176230666	0.920763294194049	0.022059296502152805	0.03769387512756748
m	0.029476904136671117	0.0895986224875604	0.850907957644777	0.03001651573099141
e	0.0016734338159371232	0.9905718428330054	0.004436654242394409	0.0033180691086633855
b	0.971614503495139	0.00861129600283736	0.009958691007099958	0.009815509494923656
b	0.46490559483636734	0.4241831123546528	0.030482760199223215	0.08042853260975667
b	0.49235956202515213	0.2724570135877043	0.04454230490628338	0.19064111948086004
e	0.021808172515629564	0.9541263496299431	0.012522439271063626	0.011543038583363573
b	0.5496118675889212	0.045795258738531075	0.2830988620015613	0.12149401167098647
b	0.7746845997400594	0.058046827331313985	0.04230038479929229	0.12496818812933429
b	0.4939184078122694	0.22049356733139172	0.1605180174435929	0.12507000741274596
b	0.9776979536539234	0.0043173994713190614	0.006463288922209224	0.01152135795254833
m	0.019733899777552796	0.021711957770463395	0.9378299740267556	0.020724168425228128
e	0.00187047504109724	0.8964764459695458	0.09458851694182054	0.007064562047536365
b	0.5023449634754017	0.3547658857526867	0.05401082427696995	0.08887832649494169
e	0.33092178164665564	0.4529040073152937	0.10627555983119648	0.10989865120685428
e	0.08134565765872408	0.864718762409306	0.027119288434505433	0.026816291497464593
e	0.21848150399478525	0.6313691678241932	0.07350736866440613	0.0766419595166155
b	0.5298258265618234	0.23828178770860928	0.10810897229409118	0.12378341343547596
t	0.24574278687637716	0.34237592974685577	0.05987300578101262	0.35200827759575454
e	0.10973030390741774	0.8040441129072049	0.03214533600467921	0.05408024718069813
b	0.44493918118182896	0.4018211513599108	0.03560271536338407	0.11763695209487622
t	0.29342311361960766	0.2580807538538914	0.0784380571116257	0.37005807541487523
b	0.35670475288880804	0.2407797695022845	0.09269108295011573	0.3098243946587918
b	0.9127662085401796	0.029129559524158702	0.01792122103087154	0.040183010904790165
b	0.7150710821468521	0.17434959550748658	0.041333751625306614	0.06924557072035462
b	0.6822127514129661	0.11290249748746124	0.06397028485415553	0.14091446624541717
e	0.12384124939856951	0.745320769205448	0.06795388545277496	0.06288409594320761
e	0.012610943833729063	0.9452311592936661	0.02702144307976995	0.015136453792834821
b	0.7885810671287694	0.14493680676564838	0.03726346194389791	0.029218664161684244
e	0.013255764474453537	0.9243495268368545	0.03856074731939681	0.023833961369295185
t	0.03897477433940813	0.03370809488372821	0.011896730514512517	0.915420400262351
b	0.9704454005710068	0.006487538545565601	0.010755909264397186	0.012311151619030283
b	0.46832664984277467	0.3038383950887473	0.10710667770766014	0.12072827736081791
t	0.15031677061383342	0.06481122193679324	0.033947735308037734	0.7509242721413356
e	0.26356568348295895	0.6674323574459191	0.021523869182981978	0.047478089888139875
b	0.7063386205823395	0.18179882888808838	0.046296218713542905	0.06556633181602918
b	0.6407044459763518	0.1429422449692621	0.05778151037380765	0.15857179868057847
m	0.06408492312042897	0.16816297026200183	0.6905441772850194	0.07720792933254991
b	0.7301730165896261	0.057782777762648126	0.059653500614147904	0.15239070503357793
b	0.897647796941126	0.022584138685092976	0.024127702585259068	0.055640361788522
e	0.011097001569493796	0.9313938278989187	0.029495065408413085	0.028014105123174395
b	0.6408873772723593	0.12332390267011019	0.058591584440066596	0.1771971356174639
t	0.058523037392860466	0.09638597491241448	0.03121392979115693	0.8138770579035681
b	0.9879081313465637	0.0034294313428394813	0.0026464537034366206	0.006015983607160113
m	0.06137309121699052	0.13938638630654673	0.7550102912932238	0.04423023118323892
e	0.1695718247834563	0.7674671903357694	0.02313775151039001	0.03982323337038429
e	0.3397148789076445	0.45404001627792423	0.11635713761399187	0.08988796720043943
e	0.08750038365463174	0.4261067537775988	0.3500152628036182	0.13637759976415126
t	0.026178987963786385	0.20336486542235213	0.08250879126243338	0.6879473553514281
b	0.6037287002288055	0.02253500320175259	0.12043731674101027	0.2532989798284315
t	0.25236346807213045	0.2533076974361635	0.09526764610111316	0.39906118839059285
